7.43562,-4.43009,1.91715
-4.85348,-4.43009,1.91715
-4.85348,-4.43009,1.50724
7.43562,-4.43009,1.50724
7.43562,-2.43009,1.91715
-4.85348,-2.43009,1.91715
-4.85348,-2.43009,1.50724
7.43562,-2.43009,1.50724
//
7.43562,-4.43009,0.094967
-4.85348,-4.43009,0.094967
-4.85348,-4.43009,-0.314937
7.43562,-4.43009,-0.314937
7.43562,-2.43009,0.094967
-4.85348,-2.43009,0.094967
-4.85348,-2.43009,-0.314937
7.43562,-2.43009,-0.314937
//
3.80732,-12.0828,1.62638
-1.6463,-12.3524,1.03483
-1.58903,-12.3688,0.514295
3.93409,-12.1212,1.10584
3.79604,-11.8348,1.61734
-1.65758,-12.1044,1.02579
-1.60031,-12.1208,0.505253
3.85331,-11.8512,1.0968
